sage_ITEMNO,sage_description,sage_pt_cost,vendor,item_number,item_description,vendor_price_usd,match_score,match_step
W83149,A/C & FUEL LINE DISCONNECT SET                              ,4.76,Metabo,343461110,Line clip                               ,0.44,61.5,step3_description
W83161,PLIERS FUEL & AC DISCONNECT                                 ,10.14,Metabo,7876193978,"Male CONNECTOR RS 15 G 1/2""             ",5.3025,55.6,step3_description
W83164,KIT SPARK PLUG RETHREAD 14MM                                ,6.79,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
W83177,SOCKET AXLE NUT 32MM (12PT)                                 ,10.1625,Metabo,341055880,Axle                                    ,0.765,100.0,step3_description
W83178,SOCKET AXLE NUT 30MM (12PT)                                 ,8.68,Metabo,341055880,Axle                                    ,0.765,100.0,step3_description
W83179,SOCKET NUT AXLE CrMo 34MM (12PT)                            ,9.75,Metabo,341055880,Axle                                    ,0.765,100.0,step3_description
W83180,SOCKET AXLE NUT 36MM (12PT)                                 ,12.18,Metabo,341055880,Axle                                    ,0.765,100.0,step3_description
W83192,TOOL MAGNETIC PICKUP FLEXIBLE                               ,5.1,Metabo,316073530,magnetic rail                           ,349.05,76.2,step3_description
W83193,PLUG SPARK  CHASE                                           ,4.75,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
W83194,RETRIEVER CLAW MAGNETIC FLEX 40 IN.                         ,5.8,Metabo,315414980,Claw                                    ,1.015,100.0,step3_description
W83196,"RETRIEVER CLAW MAGNETIC L.E.D 24"" 2LBS                      ",7.34,Metabo,315414980,Claw                                    ,1.015,100.0,step3_description
W83197,RETRIEVER 4 LB. 24 IN. FLEXIBLE MAGNETIC PICKUP TOOLS       ,3.65,Metabo,316073530,magnetic rail                           ,349.05,76.2,step3_description
W83198,RETRIEVER MAGNETIC FLEX CLAW                                ,4.52,Metabo,315414980,Claw                                    ,1.015,100.0,step3_description
W83199,SET CHISEL PLASTIC (2PC)                                    ,7.09,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W83202,"EXTRACTOR STUD 1/4"" - 3/4""                                  ",8.84,Metabo,344113310,Rubber Extractor                        ,1.015,72.0,step3_description
W83203,EXTRACTOR STUD                                              ,9.91,Metabo,344113310,Rubber Extractor                        ,1.015,78.3,step3_description
W83240,"SOCKET LOCK NUT 1/2 DR 2-3/8"" HEX                           ",8.34,Metabo,141130200,Hex nut                                 ,0.765,100.0,step3_description
W83243,"SOCKET NUT LOCK HEX 1/2 DR 2-1/2""                           ",8.34,Metabo,141130200,Hex nut                                 ,0.765,100.0,step3_description
W83244,"SOCKET LOCK NUT 1/2 DR 2-1/2""                               ",8.34,Metabo,341102110,Nut                                     ,0.765,100.0,step3_description
W83246,"SOCKET LOCK NUT 1/2 DR 2-3/4""                               ",8.34,Metabo,341102110,Nut                                     ,0.765,100.0,step3_description
W83255,SOCKET LOCK NUT 1/2 DR 55M HEX                              ,8.34,Metabo,141130200,Hex nut                                 ,0.765,100.0,step3_description
W84001,VALVE SPRING COMPRESSOR                                     ,12.76,Metabo,339136030,Spring                                  ,1.495,100.0,step3_description
W84006,SENSOR OXYGEN THREAD CHASER                                 ,4.14,Metabo,343084630,sensor                                  ,2.51,100.0,step3_description
W84007,WRENCH OXYGEN SENSOR /FLEX HEAD                             ,10.78,Metabo,343084630,sensor                                  ,2.51,100.0,step3_description
W84012,TOOL BELT HOOK                                              ,3.89,Metabo,316052120,Hook                                    ,1.26,100.0,step3_description
W84552,"SEPARATOR BEARING  2-1/4 - 3-1/2"" (50mm~75mm) CAPACITY TOOLS",22.76,Metabo,320050630,Bearing                                 ,4.005,100.0,step3_description
W84553,"SEPARATOR BEARING 3 - 4-1/2"" (75mm~105mm) CAPACITY TOOLS    ",24.9,Metabo,320050630,Bearing                                 ,4.005,100.0,step3_description
W84602,GAUGE FEELER TAPPET/IGNITION                                ,2.89,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W85002,"WHEEL CASTER REPLACEMENT 2""                                 ",2.52,Metabo,341163790,Caster                                  ,17.99,100.0,step3_description
W85003,"CASTER REPLACEMENT  2- 1/2 ""                                ",3.17,Metabo,341163790,Caster                                  ,17.99,100.0,step3_description
W85004,"CASTER CREEPER 4 (36"")                                      ",32.45,Metabo,341163790,Caster                                  ,17.99,100.0,step3_description
W85005,ADJUSTER CREEPER HEADREST                                   ,36.63,Metabo,316094610,Depth adjustment comp.                  ,4.465,59.6,step3_description
W85006,CREEPER CONTOURED SHAPE                                     ,31.89,Metabo,341117690,grip strap coated                       ,17.99,60.0,step3_description
W85010,STOOL BAR  W/SIVEL SEAT                                     ,37.91,Metabo,601585000,LPZ 4 SET Air tools set,50.0,58.5,step3_description
W85017,"CASTER REPLACEMENT 2-PK 3 X 5/8""                            ",3.86,Metabo,341163790,Caster                                  ,17.99,100.0,step3_description
W85019,"CASTER SWIVEL  2-PK  2-1/2 ""                                ",3.41,Metabo,341163790,Caster                                  ,17.99,100.0,step3_description
W85021,FOLDING C-FRAME CREEPER                                     ,32.34,Metabo,2010201007,FOLDING LEG                             ,32.33,77.8,step3_description
W85028,FOLDING CREEPER COOL WEAVE                                  ,43.32,Metabo,2010201007,FOLDING LEG                             ,32.33,77.8,step3_description
W85029,CASTER REPLACEMENT 2-PK UPGRADE                             ,5.14,Metabo,341163790,Caster                                  ,17.99,100.0,step3_description
W85031,STOOL HIGH BACK PNEUMATIC SHOP                              ,75.78,Metabo,901008540,"Pneumatic OI 0,5 L                      ",6.39,66.7,step3_description
W86010,MAGNETIC PICKUP POCKET                                      ,2.08,Metabo,316073530,magnetic rail                           ,349.05,76.2,step3_description
W8605,EXTRACTOR SCREW SET (5PC)                                   ,4.23,Metabo,141115080,Screw                                   ,0.44,100.0,step3_description
W8608,BLADES RECIPROCATING SAW 2-PC                               ,2.83,Metabo,316052630,Saw blade depot                         ,13.99,63.6,step3_description
W86100,SET HEX KEY 10 PC. METRIC TOOLS                             ,3.27,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W86101,SET HEX KEY 12 PC. LONG ARM SAE TOOLS                       ,3.76,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W86102,SET HEX KEY 11 PC. SAE TOOLS                                ,3.73,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W86103,SET HEX KEY 9 PC. LONG TOOLS                                ,4.89,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W86503,"WIRE STRIPPER 8""                                            ",4.06,Metabo,339129530,Wire strap                              ,1.98,69.2,step3_description
W86504,"WIRE STRIPPER 6""                                            ",2.85,Metabo,339129530,Wire strap                              ,1.98,69.2,step3_description
W86506,ELECTRICIAN MULTI TOOL 13-IN-1                              ,11.32,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W8651,KIT WRENCH TAP 6PCS STANDARD                                ,5.53,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W8652,KIT WRENCH TAP 6PCS METRIC                                  ,5.53,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W8655,GAUGE THREAD PITCH SAE/MM                                   ,6.06,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W86552,LAPPER VALVE SET (2PCS)                                     ,5.15,Metabo,344113950,Valve                                   ,2.51,100.0,step3_description
W86553,TESTER	IGNITION                                             ,11.28,Metabo,338132080,"Indication label,Laser                  ",0.48,64.9,step3_description
W86554,TESTER IGNITION INLINE  SPARK                               ,2.41,Metabo,338132080,"Indication label,Laser                  ",0.48,56.0,step3_description
W86555,TOOL REMOVAL  WIPER ARM                                     ,6.34,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W86556,PLIERS REMOVAL CLIP                                         ,8.26,Metabo,343461110,Line clip                               ,0.44,61.5,step3_description
W86557,HOOK SPRING BRAKE                                           ,2.99,Metabo,316052120,Hook                                    ,1.26,100.0,step3_description
W86558,WINDSHIELD NOZZLE CLEANER                                   ,4.07,Metabo,316032730,Nozzle                                  ,1.98,100.0,step3_description
W86561,PLIERS PIN PUSH                                             ,7.08,Metabo,141164220,Pin                                     ,0.44,100.0,step3_description
W8692,DRILL BIT SET HEX SHANK (6PC)                               ,2.89,Metabo,627518000,Twist drill hex shank 6 mm              ,3.5555,76.4,step3_description
W8697,EXTRACTOR SCREW SET (10PC)                                  ,10.2,Metabo,141115080,Screw                                   ,0.44,100.0,step3_description
W8698,NUT & WRENCH RETAINING (Discontinued)                       ,2.38,Metabo,341102110,Nut                                     ,0.765,100.0,step3_description
W87010,PULLER TIMING GEAR TOOLS                                    ,9.82,Metabo,341165630,Gear                                    ,29.895,100.0,step3_description
W87020,PULLER ALTERNATOR /POWER STEERING PUMP                      ,8.49,Metabo,341165290,PUMP HEAD                               ,6.935,61.5,step3_description
W87030,KIT TESTER HAND VACUUM PUMP BRAKE BLEEDER                   ,22.52,Metabo,339137730,brake pad                               ,1.745,71.4,step3_description
W87031,KIT VACUUM PUMP                                             ,19.83,Metabo,344096320,Vacuum hose                             ,0.765,70.6,step3_description
W87122,"PULLER GEAR 2 JAW 3-1/4"" REACH, 4"" SPREAD                   ",13.96,Metabo,341165630,Gear                                    ,29.895,100.0,step3_description
